bp,w/f,sm,a/w,d/w,ir,hits,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,age,height,weight,value,wage,attacking,crossing,finishing,heading accuracy,short passing,volleys,skill,dribbling,curve,fk accuracy,long passing,ball control,movement,acceleration,sprint speed,agility,reactions,balance,power,shot power,jumping,stamina,strength,long shots,mentality,aggression,interceptions,positioning,vision,penalties,composure,defending,marking,standing tackle,sliding tackle,goalkeeping,gk diving,gk handling,gk kicking,gk positioning,gk reflexes,total stats,base stats,pac,sho,pas,dri,def,phy,ova
GK,2,1,2,2,1,7,28,28,28,24,25,25,25,24,24,24,24,25,24,24,24,25,26,26,26,26,26,26,27,27,27,26,61,23,6.3,176.0,325000,3000,88,13,13,17,26,19.0,100,18,16.0,20,22,24,218,43,44,34.0,49,48.0,217,41,56.0,38,67,15,99,18,25.0,19.0,16.0,21,25.0,48,17,18,13.0,305,65,60,55,55,70,1075,349,65,60,55,70,44,55,62
GK,3,1,2,2,1,3,25,25,25,22,23,23,23,22,22,22,22,22,23,23,23,22,26,28,28,28,26,26,31,31,31,26,63,38,6.4,194.0,45000,3000,74,15,8,14,23,14.0,89,13,14.0,15,24,23,209,33,38,41.0,61,36.0,227,46,71.0,27,68,15,102,37,22.0,9.0,12.0,22,46.0,66,25,20,21.0,315,63,65,61,66,60,1082,351,63,65,61,60,36,66,64
ST,3,2,2,2,1,8,55,55,55,51,52,52,52,51,50,50,50,49,43,43,43,49,37,33,33,33,37,36,32,32,32,36,16,17,6.1,159.0,180000,500,223,32,62,55,41,33.0,190,40,41.0,28,28,53,323,65,75,64.0,55,64.0,282,47,61.0,62,65,47,210,26,12.0,55.0,47.0,70,51.0,44,11,19,14.0,52,13,9,8,12,10,1324,286,71,55,38,48,18,56,55
CM,3,2,2,2,1,5,53,53,53,57,56,56,56,57,57,57,57,57,56,56,56,57,58,57,57,57,58,58,56,56,56,58,16,21,5.7,143.0,120000,500,234,47,48,49,53,37.0,272,61,57.0,53,49,52,346,71,66,71.0,61,77.0,265,41,55.0,70,52,47,277,59,59.0,60.0,60.0,39,49.0,172,58,59,55.0,56,9,12,15,11,9,1622,342,68,46,53,60,57,58,56
LWB,3,2,0,2,1,24,52,52,52,58,55,55,55,58,56,56,56,59,55,55,55,59,60,55,55,55,60,58,53,53,53,58,14,20,5.8,154.0,425000,500,236,59,44,39,59,35.0,246,60,39.0,31,51,65,359,76,77,73.0,52,81.0,282,44,72.0,73,55,38,233,57,49.0,49.0,46.0,32,52.0,160,50,53,57.0,46,10,9,6,10,11,1562,346,77,42,53,63,50,61,60
CB,3,2,2,2,1,4,45,45,45,44,44,44,44,44,46,46,46,48,52,52,52,48,57,61,61,61,57,59,63,63,63,59,18,25,6.3,174.0,450000,500,211,32,31,64,60,24.0,217,37,38.0,23,56,63,288,65,48,50.0,56,69.0,286,41,76.0,76,71,22,222,65,60.0,23.0,35.0,39,60.0,188,62,64,62.0,66,14,11,11,15,15,1478,315,56,31,46,49,62,71,63
GK,2,1,2,2,1,38,29,29,29,26,28,28,28,26,30,30,30,28,32,32,32,28,27,31,31,31,27,27,28,28,28,27,77,30,6.5,190.0,7000000,500,95,20,11,16,32,16.0,100,11,18.0,16,37,18,209,31,40,32.0,73,33.0,223,57,40.0,37,75,14,141,27,20.0,13.0,55.0,26,45.0,50,22,12,16.0,387,78,77,76,78,78,1205,423,78,77,76,78,36,78,78
LW,4,4,0,2,3,134,77,77,77,85,84,84,84,85,85,85,85,84,77,77,77,84,63,57,57,57,63,58,44,44,44,58,16,29,5.4,130.0,375000000,120000,374,83,75,59,83,74.0,425,90,87.0,77,78,93,442,92,84,93.0,80,93.0,316,78,50.0,70,34,84,300,34,26.0,81.0,85.0,74,83.0,99,53,24,22.0,45,8,4,14,9,10,2001,420,88,78,83,91,36,44,85
LM,2,3,0,1,1,4,52,52,52,63,58,58,58,63,60,60,60,63,54,54,54,63,52,45,45,45,52,49,37,37,37,49,16,28,5.1,143.0,450000,5000,235,68,51,21,58,37.0,275,66,50.0,45,52,62,398,88,80,89.0,51,90.0,264,42,80.0,61,31,50,223,36,29.0,55.0,54.0,49,53.0,101,30,38,33.0,56,12,7,9,13,15,1552,331,84,48,57,68,32,42,64
RB,2,3,0,2,1,20,57,57,57,63,61,61,61,63,61,61,61,64,61,61,61,64,70,66,66,66,70,70,67,67,67,70,15,25,5.8,150.0,35000000,13000,243,57,42,55,60,29.0,276,67,53.0,45,46,65,395,83,90,82.0,63,77.0,327,51,79.0,86,66,45,299,64,76.0,52.0,63.0,44,65.0,204,62,70,72.0,45,9,10,6,7,13,1789,395,87,44,57,68,68,71,72
RWB,3,3,2,0,1,19,65,65,65,68,66,66,66,68,66,66,66,69,64,64,64,69,70,65,65,65,70,69,65,65,65,69,18,23,5.11,163.0,24000000,5000,296,74,56,55,66,45.0,285,66,57.0,35,58,69,382,87,85,78.0,67,65.0,350,64,83.0,75,70,58,301,56,65.0,68.0,56.0,56,65.0,193,62,63,68.0,57,6,15,11,13,12,1864,406,86,58,62,68,63,69,70
RM,3,3,2,2,1,4,54,54,54,58,56,56,56,58,56,56,56,57,51,51,51,57,48,43,43,43,48,46,39,39,39,46,14,20,5.7,146.0,275000,2000,260,54,51,48,54,53.0,268,67,48.0,42,50,61,343,71,66,71.0,50,85.0,252,60,52.0,54,38,48,206,34,24.0,47.0,48.0,53,52.0,107,33,38,36.0,43,8,11,5,14,5,1479,314,68,52,51,66,35,42,58
LM,3,3,0,2,1,4,65,65,65,66,66,66,66,66,64,64,64,66,60,60,60,66,55,50,50,50,55,52,44,44,44,52,16,29,5.1,179.0,450000,750,309,66,66,53,64,60.0,333,68,75.0,71,52,67,350,74,78,65.0,61,72.0,358,74,63.0,83,67,71,255,49,29.0,60.0,58.0,59,56.0,95,31,30,34.0,50,13,12,9,7,9,1750,373,76,68,62,67,33,67,64
CAM,3,2,2,1,1,8,53,53,53,60,57,57,57,60,60,60,60,59,57,57,57,59,50,49,49,49,50,48,44,44,44,48,13,20,5.9,154.0,450000,6000,280,65,48,47,68,52.0,311,67,69.0,52,62,61,318,74,57,68.0,47,72.0,240,55,51.0,33,47,54,232,43,29.0,43.0,65.0,52,60.0,124,40,49,35.0,42,11,9,9,6,7,1547,330,65,51,65,65,41,43,60
LM,4,2,2,2,1,5,61,61,61,67,66,66,66,67,67,67,67,67,63,63,63,67,55,51,51,51,55,51,41,41,41,51,19,26,5.7,148.0,11000000,500,295,72,68,41,70,44.0,276,65,39.0,44,56,72,312,73,62,54.0,66,57.0,283,58,48.0,68,41,68,250,37,32.0,59.0,70.0,52,49.0,98,31,33,34.0,62,14,12,10,11,15,1576,342,67,64,65,66,33,47,68
CDM,4,2,0,2,1,96,66,66,66,71,71,71,71,71,73,73,73,74,77,77,77,74,79,80,80,80,79,79,77,77,77,79,20,20,5.9,154.0,175000000,31000,323,61,53,70,82,57.0,342,77,54.0,57,78,76,382,75,78,72.0,80,77.0,306,60,40.0,91,56,59,369,75,82.0,58.0,77.0,77,81.0,249,83,86,80.0,62,15,14,14,10,9,2033,434,77,57,74,76,82,68,81
CB,3,2,2,0,1,3,51,51,51,47,48,48,48,47,49,49,49,48,53,53,53,48,57,62,62,62,57,59,69,69,69,59,18,32,6.3,187.0,675000,5000,247,36,35,71,59,46.0,227,44,41.0,31,53,58,268,47,48,67.0,68,38.0,320,61,83.0,52,84,40,260,71,67.0,31.0,40.0,51,65.0,199,66,68,65.0,56,16,12,6,6,16,1577,328,48,42,47,51,67,73,69
CAM,3,2,2,2,1,28,58,58,58,61,60,60,60,61,62,62,62,61,62,62,62,61,61,62,62,62,61,61,60,60,60,61,16,19,6.0,163.0,750000,3000,282,58,47,61,66,50.0,320,60,68.0,61,65,66,324,69,69,62.0,61,63.0,306,66,62.0,59,58,61,292,60,58.0,49.0,65.0,60,57.0,179,58,61,60.0,52,7,9,9,14,13,1755,368,69,55,64,62,59,59,63
GK,3,1,2,2,1,5,30,30,30,29,30,30,30,29,29,29,29,31,30,30,30,31,31,31,31,31,31,30,29,29,29,30,68,28,6.0,157.0,0,0,95,19,16,13,32,15.0,110,23,15.0,23,34,15,285,51,62,42.0,70,60.0,221,49,61.0,39,53,19,119,34,24.0,14.0,29.0,18,19.0,60,23,24,13.0,338,71,64,65,67,71,1228,395,71,64,65,71,57,67,69
ST,3,3,2,1,1,12,66,66,66,63,65,65,65,63,63,63,63,61,55,55,55,61,44,44,44,44,44,42,41,41,41,42,18,26,6.0,168.0,825000,3000,261,31,67,58,55,50.0,274,69,63.0,33,43,66,350,72,74,68.0,64,72.0,350,71,70.0,65,77,67,276,67,19.0,66.0,56.0,68,71.0,61,20,24,17.0,59,12,13,11,14,9,1631,353,73,67,48,68,25,72,66
CAM,5,4,0,0,3,52,73,73,73,76,76,76,76,76,78,78,78,76,76,76,76,76,69,70,70,70,69,67,66,66,66,67,17,32,5.1,161.0,65000000,54000,366,74,70,67,83,72.0,383,81,77.0,66,75,84,358,69,64,77.0,73,75.0,329,72,68.0,58,60,71,364,76,63.0,74.0,81.0,70,80.0,185,61,62,62.0,54,6,15,14,8,11,2039,421,66,71,78,81,62,63,77
CB,4,2,1,0,2,15,57,57,57,54,55,55,55,54,56,56,56,54,59,59,59,54,59,66,66,66,59,61,71,71,71,61,18,38,6.0,183.0,475000,9000,298,53,45,78,64,58.0,303,58,58.0,56,66,65,257,45,34,54.0,68,56.0,318,63,75.0,34,78,68,294,78,70.0,40.0,48.0,58,72.0,209,72,72,65.0,63,11,16,14,16,6,1742,350,39,54,58,60,72,67,71
CB,2,2,2,0,1,3,37,37,37,37,37,37,37,37,37,37,37,39,40,40,40,39,47,47,47,47,47,48,51,51,51,48,15,18,6.1,168.0,70000,500,163,27,22,42,46,26.0,161,40,27.0,21,38,35,279,56,55,47.0,45,76.0,251,37,65.0,61,68,20,200,43,58.0,28.0,32.0,39,38.0,146,41,53,52.0,53,13,12,6,11,11,1253,268,55,26,36,41,49,61,51
RM,3,3,0,0,1,37,68,68,68,74,71,71,71,74,72,72,72,74,69,69,69,74,67,64,64,64,67,65,59,59,59,65,16,29,5.9,152.0,65000000,15000,317,74,62,47,70,64.0,339,75,60.0,61,66,77,401,90,90,82.0,67,72.0,365,71,73.0,81,70,70,315,73,56.0,67.0,65.0,54,63.0,155,57,52,46.0,50,6,9,14,13,8,1942,426,90,65,68,76,53,74,75
CDM,3,2,2,2,1,3,52,52,52,53,53,53,53,53,55,55,55,55,56,56,56,55,56,58,58,58,56,56,57,57,57,56,17,25,6.1,174.0,180000,2000,243,47,41,53,69,33.0,272,60,48.0,43,67,54,289,64,59,56.0,54,56.0,267,58,56.0,51,63,39,251,60,52.0,43.0,48.0,48,40.0,171,49,56,66.0,58,11,12,9,13,13,1551,333,61,44,58,57,54,59,59
LM,3,3,0,2,1,4,68,68,68,71,69,69,69,71,69,69,69,71,67,67,67,71,68,64,64,64,68,66,61,61,61,66,15,28,5.11,161.0,31000000,19000,320,75,68,53,65,59.0,348,71,72.0,73,62,70,382,82,82,78.0,66,74.0,356,68,75.0,82,66,65,323,66,59.0,69.0,68.0,61,63.0,172,58,59,55.0,44,9,11,10,7,7,1945,416,82,67,68,71,58,70,72
ST,3,2,0,2,1,8,68,68,68,63,65,65,65,63,63,63,63,61,58,58,58,61,48,47,47,47,48,46,45,45,45,46,17,28,6.1,172.0,925000,19000,304,42,70,70,58,64.0,281,63,58.0,46,47,67,353,62,67,71.0,67,86.0,351,68,82.0,72,67,62,288,57,34.0,73.0,53.0,71,67.0,71,24,26,21.0,58,9,10,15,15,9,1706,349,65,68,52,66,31,67,68
CAM,4,4,0,0,1,48,75,75,75,77,77,77,77,77,77,77,77,76,73,73,73,76,62,61,61,61,62,58,53,53,53,58,15,29,6.0,168.0,75000000,34000,356,80,77,54,76,69.0,383,79,79.0,78,67,80,368,68,74,76.0,76,74.0,337,85,36.0,68,67,81,358,75,53.0,78.0,77.0,75,80.0,107,31,46,30.0,41,6,7,11,11,6,1950,414,71,79,76,79,42,67,76
CB,3,2,2,0,2,5,63,63,63,61,63,63,63,61,64,64,64,63,69,69,69,63,71,75,75,75,71,72,77,77,77,72,17,33,5.11,176.0,49000000,32000,310,61,51,81,73,44.0,315,60,59.0,51,74,71,304,49,49,59.0,76,71.0,344,64,76.0,68,75,61,345,77,81.0,58.0,61.0,68,77.0,237,77,80,80.0,50,6,7,12,11,14,1905,390,49,56,67,65,79,74,78
RM,4,4,0,2,1,13,55,55,55,59,57,57,57,59,58,58,58,59,53,53,53,59,52,48,48,48,52,50,45,45,45,50,14,16,5.11,159.0,350000,1000,257,56,52,42,55,52.0,287,63,60.0,48,54,62,354,76,77,76.0,50,75.0,267,59,53.0,54,51,50,233,45,31.0,50.0,53.0,54,56.0,130,42,45,43.0,48,11,11,12,7,7,1576,341,77,53,55,64,41,51,59
GK,3,1,2,2,1,4,25,25,25,24,26,26,26,24,28,28,28,26,29,29,29,26,22,27,27,27,22,21,25,25,25,21,67,23,6.4,194.0,950000,2000,74,17,8,12,29,8.0,104,13,15.0,13,28,35,174,23,26,25.0,65,35.0,217,50,62.0,24,72,9,110,30,9.0,4.0,46.0,21,46.0,33,11,9,13.0,338,68,66,67,69,68,1050,363,68,66,67,68,25,69,68
GK,2,1,2,2,2,13,31,31,31,31,32,32,32,31,34,34,34,32,34,34,34,32,28,31,31,31,28,28,28,28,28,28,74,37,6.0,163.0,675000,22000,95,17,14,14,33,17.0,108,11,11.0,17,37,32,283,48,46,58.0,70,61.0,233,55,75.0,27,61,15,152,28,23.0,18.0,58.0,25,58.0,48,20,11,17.0,369,74,71,73,76,75,1288,416,74,71,73,75,47,76,75
CB,3,2,2,0,1,5,41,41,41,41,40,40,40,41,40,40,40,45,44,44,44,45,55,54,54,54,55,57,58,58,58,57,16,22,5.1,159.0,190000,2000,207,51,22,52,52,30.0,177,32,27.0,27,44,47,279,61,57,42.0,52,67.0,265,42,69.0,65,70,19,214,57,54.0,32.0,31.0,40,44.0,182,56,64,62.0,57,14,10,11,12,10,1381,294,59,27,44,40,58,66,59
CAM,3,3,2,2,1,7,58,58,58,64,62,62,62,64,63,63,63,62,57,57,57,62,48,44,44,44,48,46,38,38,38,46,16,20,5.5,139.0,600000,2000,285,63,60,42,64,56.0,290,64,53.0,51,58,64,369,76,71,75.0,53,94.0,266,58,74.0,43,30,61,254,53,21.0,60.0,62.0,58,61.0,89,18,34,37.0,57,12,14,11,12,8,1610,328,73,60,61,66,28,40,63
CDM,3,3,2,0,1,64,72,72,72,71,72,72,72,71,72,72,72,72,74,74,74,72,74,76,76,76,74,74,76,76,76,74,19,26,6.3,174.0,105000000,22000,357,67,65,78,77,70.0,358,73,72.0,65,72,76,324,62,69,61.0,72,60.0,395,79,69.0,87,85,75,356,81,76.0,68.0,71.0,60,73.0,219,74,75,70.0,58,12,16,10,13,7,2067,439,66,70,72,72,75,84,77
CB,5,2,2,0,1,3,48,48,48,46,47,47,47,46,48,48,48,49,53,53,53,49,58,63,63,63,58,61,68,68,68,61,18,21,6.2,201.0,16000000,500,188,20,23,65,58,22.0,215,49,23.0,28,61,54,320,64,71,59.0,67,59.0,291,51,71.0,61,85,23,234,73,65.0,25.0,41.0,30,69.0,204,66,69,69.0,62,13,13,15,15,6,1514,337,68,29,44,53,67,76,69
CM,4,3,0,0,1,12,64,64,64,69,69,69,69,69,71,71,71,71,74,74,74,71,70,72,72,72,70,67,66,66,66,67,18,30,5.1,168.0,5000000,24000,300,71,38,61,76,54.0,336,72,54.0,59,75,76,349,66,61,73.0,75,74.0,382,75,73.0,90,68,76,369,82,71.0,70.0,73.0,73,75.0,175,70,56,49.0,59,7,16,14,6,16,1970,406,63,57,72,74,63,77,74
ST,3,3,2,2,1,5,64,64,64,62,62,62,62,62,61,61,61,62,57,57,57,62,51,50,50,50,51,49,48,48,48,49,16,25,6.1,170.0,600000,2000,293,51,65,58,63,56.0,260,60,51.0,31,55,63,333,75,77,62.0,57,62.0,338,63,72.0,66,78,59,280,68,37.0,64.0,49.0,62,58.0,92,36,29,27.0,52,10,9,9,15,9,1648,362,76,63,54,61,35,73,64
RB,4,3,0,2,1,26,67,67,67,70,70,70,70,70,71,71,71,71,72,72,72,71,72,72,72,72,72,72,70,70,70,72,18,23,5.1,159.0,7000000,500,321,63,59,61,74,64.0,341,74,63.0,60,71,73,374,75,73,77.0,72,77.0,353,67,74.0,80,65,67,343,73,74.0,66.0,69.0,61,72.0,213,71,71,71.0,57,12,14,14,12,5,2002,422,74,63,69,74,71,71,74
ST,3,3,2,2,3,64,75,75,75,65,72,72,72,65,69,69,69,63,64,64,64,63,44,51,51,51,44,42,49,49,49,42,11,35,6.4,203.0,31000000,41000,367,44,79,90,73,81.0,293,67,57.0,40,49,80,203,29,32,32.0,80,30.0,315,79,52.0,34,86,64,320,71,25.0,84.0,70.0,70,82.0,74,34,25,15.0,13,2,2,3,4,2,1585,335,31,76,61,66,33,68,75
LB,2,3,2,2,1,7,61,61,61,66,64,64,64,66,62,62,62,65,59,59,59,65,66,60,60,60,66,66,63,63,63,66,17,25,5.1,150.0,1000000,4000,283,72,56,56,64,35.0,300,70,65.0,65,32,68,362,74,68,75.0,70,75.0,257,58,62.0,54,49,34,297,64,65.0,67.0,54.0,47,60.0,195,52,73,70.0,50,6,12,9,11,12,1744,368,71,51,59,70,63,54,68
CM,4,3,2,2,1,345,63,63,63,65,66,66,66,65,68,68,68,67,71,71,71,67,68,71,71,71,68,67,68,68,68,67,16,21,6.2,172.0,47000000,27000,301,57,56,65,75,48.0,327,71,59.0,48,74,75,318,59,55,67.0,69,68.0,339,60,65.0,78,77,59,303,64,66.0,57.0,69.0,47,71.0,203,63,72,68.0,48,10,8,12,12,6,1839,395,57,57,68,72,67,74,72
CB,2,2,2,2,1,4,45,45,45,45,44,44,44,45,45,45,45,46,46,46,46,46,55,54,54,54,55,56,58,58,58,56,15,17,6.2,185.0,230000,500,224,40,29,57,60,38.0,187,33,33.0,31,32,58,273,57,60,49.0,60,47.0,255,34,66.0,57,67,31,208,55,58.0,33.0,32.0,30,40.0,167,60,51,56.0,52,14,8,15,7,8,1366,295,59,31,43,44,56,62,58
CAM,4,4,2,2,1,4,67,67,67,70,70,70,70,70,71,71,71,70,70,70,70,70,65,66,66,66,65,63,62,62,62,63,16,31,5.11,165.0,21000000,6000,335,71,67,56,72,69.0,367,74,73.0,75,70,75,310,54,65,70.0,67,54.0,338,69,73.0,64,62,70,341,62,62.0,70.0,74.0,73,72.0,175,60,60,55.0,50,12,8,14,7,9,1916,397,60,69,72,73,60,63,71
CB,3,2,2,2,1,5,55,55,55,54,53,53,53,54,54,54,54,56,55,55,55,56,60,60,60,60,60,61,62,62,62,61,17,24,5.1,165.0,425000,5000,264,47,48,62,60,47.0,224,51,32.0,35,57,49,360,76,74,78.0,59,73.0,308,56,69.0,75,70,38,247,59,60.0,48.0,46.0,34,48.0,185,63,65,57.0,58,9,14,9,14,12,1646,360,75,47,52,55,62,69,62
RM,3,3,2,2,1,3,54,54,54,57,55,55,55,57,55,55,55,58,52,52,52,58,46,42,42,42,46,43,37,37,37,43,17,21,5.1,159.0,240000,3000,258,62,57,42,56,41.0,250,55,40.0,39,58,58,294,65,67,57.0,50,55.0,239,45,44.0,58,61,31,213,32,19.0,57.0,54.0,51,42.0,83,28,27,28.0,64,13,15,12,14,10,1401,306,66,48,55,56,27,54,59
ST,3,3,2,1,1,18,76,76,76,72,73,73,73,72,70,70,70,71,65,65,65,71,56,52,52,52,56,53,49,49,49,53,18,31,6.2,159.0,7000000,14000,362,68,78,82,67,67.0,326,70,56.0,69,58,73,357,74,75,70.0,75,63.0,398,78,84.0,81,81,74,295,53,33.0,78.0,59.0,72,67.0,79,26,29,24.0,54,7,16,12,10,9,1871,396,75,76,64,71,34,76,76
RW,3,4,2,2,2,9,69,69,69,75,73,73,73,75,74,74,74,73,68,68,68,73,59,56,56,56,59,57,49,49,49,57,15,24,5.9,143.0,7000000,40000,333,69,66,58,72,68.0,364,80,79.0,62,64,79,404,82,85,89.0,73,75.0,305,65,78.0,49,49,64,300,41,49.0,70.0,70.0,70,72.0,108,32,39,37.0,45,8,9,15,6,7,1859,390,84,66,70,80,41,49,74
CDM,3,3,2,2,1,6,62,62,62,64,64,64,64,64,65,65,65,66,65,65,65,66,67,67,67,67,67,67,67,67,67,67,17,26,5.1,170.0,625000,4000,272,54,52,53,66,47.0,293,65,50.0,48,64,66,383,81,80,80.0,63,79.0,349,60,75.0,83,77,54,322,77,67.0,61.0,64.0,53,65.0,195,65,66,64.0,57,11,10,13,12,11,1871,404,80,54,61,67,64,78,65
GK,2,1,2,2,1,14,32,32,32,30,32,32,32,30,32,32,32,31,31,31,31,31,29,30,30,30,29,29,30,30,30,29,76,31,6.5,203.0,55000000,28000,87,15,15,14,27,16.0,100,15,16.0,16,28,25,283,55,57,53.0,68,50.0,260,61,74.0,39,71,15,142,35,25.0,15.0,51.0,16,56.0,47,22,13,12.0,388,73,72,81,80,82,1307,444,73,72,81,82,56,80,77
ST,2,2,0,2,1,3,56,56,56,54,55,55,55,54,53,53,53,52,46,46,46,52,39,37,37,37,39,38,35,35,35,38,14,19,5.6,165.0,220000,1000,233,28,57,48,51,49.0,217,56,41.0,32,35,53,345,77,77,62.0,49,80.0,292,61,67.0,52,58,54,211,39,21.0,53.0,45.0,53,47.0,62,29,19,14.0,44,8,8,7,7,14,1404,309,77,56,41,57,25,53,57
LB,3,2,0,2,1,3,57,57,57,60,60,60,60,60,61,61,61,61,60,60,60,61,60,60,60,60,60,60,58,58,58,60,18,28,5.9,152.0,250000,2000,264,45,52,51,67,49.0,258,55,49.0,38,60,56,381,79,77,75.0,69,81.0,283,45,63.0,68,54,53,273,59,51.0,60.0,56.0,47,55.0,174,59,58,57.0,61,9,11,12,14,15,1694,360,78,51,57,59,56,59,62
GK,3,1,2,2,1,4,19,19,19,17,18,18,18,17,18,18,18,18,19,19,19,18,17,19,19,19,17,17,20,20,20,17,52,19,6.1,179.0,90000,600,59,14,6,8,25,6.0,63,12,10.0,10,18,13,156,24,18,24.0,48,42.0,184,40,63.0,20,56,5,68,20,6.0,5.0,22.0,15,28.0,33,7,14,12.0,261,54,55,53,47,52,824,282,54,55,53,52,21,47,53
GK,3,1,2,2,1,3,24,24,24,24,25,25,25,24,25,25,25,25,24,24,24,25,23,23,23,23,23,23,22,22,22,23,66,37,6.0,183.0,80000,4000,62,26,6,10,13,7.0,90,10,19.0,21,18,22,223,35,37,35.0,62,54.0,208,59,59.0,30,51,9,131,28,20.0,13.0,52.0,18,31.0,33,15,7,11.0,343,66,64,78,65,70,1090,379,66,64,78,70,36,65,67
CDM,4,3,2,2,1,8,68,68,68,71,71,71,71,71,72,72,72,71,73,73,73,71,70,72,72,72,70,69,68,68,68,69,18,31,5.9,154.0,3000000,8000,331,73,70,55,77,56.0,372,69,80.0,76,76,71,339,65,57,69.0,71,77.0,349,73,67.0,68,65,76,370,74,72.0,72.0,77.0,75,71.0,203,62,71,70.0,60,6,13,13,14,14,2024,413,61,71,76,70,67,68,73
CM,4,4,0,0,1,25,74,74,74,76,76,76,76,76,77,77,77,77,78,78,78,77,74,74,74,74,74,72,69,69,69,72,17,27,6.1,154.0,115000000,37000,348,78,72,60,80,58.0,388,79,79.0,71,79,80,344,68,68,73.0,75,60.0,379,77,66.0,85,71,80,352,71,68.0,78.0,77.0,58,77.0,203,71,69,63.0,51,14,6,12,9,10,2065,440,68,74,78,78,68,74,78
CB,3,2,2,2,1,173,54,54,54,48,50,50,50,48,51,51,51,51,58,58,58,51,63,70,70,70,63,66,75,75,75,66,18,26,6.4,192.0,75000000,57000,249,32,38,82,69,28.0,221,41,27.0,30,63,60,265,54,51,49.0,74,37.0,326,53,75.0,72,86,40,254,80,72.0,34.0,37.0,31,67.0,220,76,74,70.0,52,6,14,7,13,12,1587,347,52,40,50,49,75,81,75
RWB,3,3,0,2,1,263,65,65,65,70,67,67,67,70,66,66,66,70,65,65,65,70,71,66,66,66,71,70,66,66,66,70,18,21,5.5,157.0,65000000,500,300,73,55,55,68,49.0,301,72,46.0,52,59,72,414,85,90,80.0,73,86.0,332,60,80.0,75,67,50,289,55,67.0,67.0,50.0,50,63.0,194,62,68,64.0,57,14,14,10,14,5,1887,410,88,55,62,74,64,67,72
CB,3,2,2,2,2,58,63,63,63,61,62,62,62,61,63,63,63,62,69,69,69,62,73,78,78,78,73,76,80,80,80,76,20,29,6.0,170.0,14000000,29000,273,51,42,71,72,37.0,330,53,72.0,51,83,71,349,69,72,67.0,78,63.0,398,81,91.0,72,80,74,308,86,85.0,48.0,50.0,39,69.0,248,79,83,86.0,63,12,16,11,13,11,1969,414,71,56,64,62,81,80,80
CAM,4,3,0,1,1,3,67,67,67,69,68,68,68,69,69,69,69,69,68,68,68,69,64,62,62,62,64,62,58,58,58,62,18,30,5.1,163.0,1000000,4000,349,75,66,66,73,69.0,351,67,69.0,78,70,67,357,71,69,77.0,65,75.0,357,71,85.0,74,56,71,336,71,57.0,63.0,73.0,72,70.0,146,42,51,53.0,60,14,14,8,10,14,1956,395,70,68,73,68,51,65,69
CAM,3,3,2,2,1,16,52,52,52,55,55,55,55,55,57,57,57,56,56,56,56,56,52,53,53,53,52,51,51,51,51,51,12,20,6.0,161.0,200000,5000,239,39,43,52,64,41.0,266,62,43.0,39,58,64,318,67,67,67.0,51,66.0,265,44,66.0,55,61,39,237,51,47.0,44.0,53.0,42,49.0,133,43,43,47.0,41,12,5,12,6,6,1499,329,67,42,54,63,45,58,56
LM,2,2,2,2,1,3,56,56,56,59,58,58,58,59,58,58,58,59,55,55,55,59,56,54,54,54,56,56,54,54,54,56,16,18,5.8,154.0,210000,500,234,53,49,49,52,31.0,227,56,31.0,35,49,56,360,77,76,74.0,52,81.0,283,49,64.0,66,57,47,289,61,53.0,68.0,61.0,46,60.0,155,49,55,51.0,55,13,15,7,13,7,1603,348,76,49,52,59,52,60,58
CB,3,2,2,2,1,5,41,41,41,42,42,42,42,42,44,44,44,46,51,51,51,46,61,66,66,66,61,63,72,72,72,63,17,26,6.2,179.0,34000000,20000,189,22,18,70,62,17.0,198,50,20.0,17,57,54,286,59,54,54.0,71,48.0,250,23,74.0,61,76,16,198,67,72.0,12.0,28.0,19,64.0,224,74,77,73.0,48,9,14,8,6,11,1393,313,56,18,42,53,74,70,72
CB,3,2,2,2,1,3,45,45,45,46,45,45,45,46,45,45,45,49,50,50,50,49,61,60,60,60,61,62,65,65,65,62,15,22,5.1,163.0,725000,6000,218,57,21,59,55,26.0,217,41,48.0,25,46,57,271,53,59,36.0,58,65.0,263,37,82.0,60,64,20,245,60,66.0,47.0,35.0,37,43.0,208,69,67,72.0,55,9,15,16,9,6,1477,307,56,26,48,47,67,63,66
LM,3,3,2,2,1,14,61,61,61,64,63,63,63,64,63,63,63,64,58,58,58,64,54,51,51,51,54,52,48,48,48,52,15,25,6.1,168.0,650000,6000,278,62,58,48,63,47.0,283,70,55.0,40,49,69,337,73,75,66.0,58,65.0,283,59,54.0,55,63,52,258,51,42.0,60.0,56.0,49,54.0,113,36,39,38.0,46,7,8,8,8,15,1598,354,74,56,58,68,40,58,65
CB,3,2,2,2,1,8,41,41,41,39,38,38,38,39,38,38,38,40,41,41,41,40,51,52,52,52,51,53,58,58,58,53,13,21,6.2,165.0,210000,2000,194,33,26,58,42,35.0,178,33,32.0,37,35,41,271,55,55,51.0,53,57.0,269,39,68.0,64,73,25,222,62,57.0,32.0,31.0,40,51.0,176,58,59,59.0,42,10,8,13,6,5,1352,286,55,30,36,39,58,68,58
